Word,TF-IDF Score
рука,0.00040224862669631167
смотрите,0.0004022127405891406
засмеялась,0.00040193940250939666
проговорил,0.0004017030526221726
ваше,0.0004002795199332635
ждала,0.0004001182384962649
указал,0.000399293203360423
пирог,0.0003983129582905145
одеваться,0.00039740703617514546
плечо,0.0003972896144152377
учился,0.0003967283849108901
повелительно,0.0003966372745562076
месяц,0.00039603736241302116
диване,0.00039560603178248247
шла,0.0003952459242334091
забота,0.0003949580387626784
чрез,0.00039494533074465666
женится,0.00039460695277809143
одном,0.0003940783101086689
новые,0.00039327926919220776
водки,0.0003931125740286583
договорил,0.00039230209934310007
вниз,0.0003921498210782727
остаться,0.0003919876666534813
двора,0.00039156719510954674
никакой,0.00039150562917803335
обеду,0.0003913391746263404
двести,0.00039118414515492057
собака,0.0003905281831244892
хлопот,0.00038961461979670386
пол,0.00038927470140028686
колени,0.000389265733653006
этакой,0.0003890787448544668
братцем,0.00038886220468003824
никаких,0.0003886075059507854
пойдет,0.00038856370207031695
слишком,0.0003878129408687592
полу,0.0003877787976889561
сидела,0.0003876643345908698
рубашки,0.0003859161450566693
некогда,0.0003857456998802099
нежели,0.0003850928741228738
петь,0.00038352330806781993
славная,0.00038329922262597183
задумчивость,0.00038323329679077373
самой,0.00038236385810137374
боялся,0.0003816534457061185
думает,0.00038112126031790796
беспокойством,0.0003809674792141069
трудом,0.0003798245886888755
слыхал,0.0003794183508168744
пахнет,0.0003791258966868174
ильичу,0.0003786944547632195
пришло,0.0003785200359799158
приду,0.00037827884035205727
контракт,0.0003781108078716134
магазин,0.0003778901971548121
временам,0.0003772574179649038
прочесть,0.00037697619190600287
посмотрите,0.0003768056275080066
хозяйке,0.0003762469024994718
нарочно,0.0003760591745106147
написал,0.00037594489410082947
выше,0.00037589250782044993
поглядела,0.0003758443631271498
подь,0.0003754818122621999
работы,0.0003751063444969545
ветка,0.00037484027928244915
плачет,0.0003744222041923307
огонь,0.00037395131317380923
летом,0.0003730213928540559
велели,0.0003729018148184657
бездна,0.00037233046322842847
пошло,0.0003721776925802205
одни,0.0003721641138940659
отдал,0.0003718231486038344
хлеб,0.0003714857849228369
воды,0.00037094731636522807
моей,0.00037061998573250174
вообще,0.00037061714506198164
брови,0.00037018748098150437
свободно,0.0003699280546823009
окно,0.0003696721307318258
дайте,0.0003696033328434533
любил,0.00036941268765762047
заниматься,0.00036926454638306553
видели,0.0003690061071356859
поедет,0.00036880990810443616
твои,0.0003685613774265686
остановил,0.000368508476242498
искал,0.00036801361009841535
уйдет,0.00036794647336152865
даром,0.00036728635199629835
заботы,0.00036726639958764936
двенадцать,0.0003671481412908758
простите,0.0003670519561785055
ребенка,0.00036702686604170705
мысленно,0.00036685828672405337
пору,0.00036665310776746345
губы,0.0003662789618459506
труд,0.0003662451691054166
искать,0.0003660156937096514
семь,0.00036580585915070183
любят,0.0003658049471573702
останется,0.0003653275230162513
дурно,0.0003652913483445931
улыбнулась,0.0003641229097924336
остановилась,0.0003640666728956333
аллее,0.000363522128126907
делалось,0.0003634680613501919
читали,0.00036301629822059196
однако,0.0003626526651027157
бумагу,0.0003621132215163023
ваша,0.0003616745461850837
чулки,0.0003609819529871119
углу,0.00036060259753389846
старый,0.0003599970099930332
ворота,0.00035994357150056133
мрачно,0.00035971516866036793
делах,0.0003596732614055294
делаешь,0.0003587982763435134
волнения,0.0003583214498185425
вышел,0.00035815674274056083
всякого,0.0003581472832084297
мягко,0.0003581454740512922
кругом,0.00035788923345022884
притом,0.0003576567544053414
улице,0.0003573114026987005
гость,0.0003572530457762946
следует,0.0003567153553774541
заботливо,0.00035659022714295554
помолчав,0.00035632368258801207
памяти,0.00035609884216416436
села,0.00035586337656058853
кстати,0.0003557379101014498
вскочил,0.0003548551221702289
видать,0.0003545326343237198
оглядываясь,0.00035339873336185507
книг,0.0003532588571041126
тоской,0.000352116449171115
покраснел,0.0003514304529589993
сомнения,0.00035139964600145265
новость,0.0003510500937441661
сердцу,0.00035084407795758516
узнать,0.00035048969911836075
мечты,0.00035034667607019405
кликнул,0.00035027413304314267
жили,0.00035018722757023426
волнением,0.00034965895570063346
прийти,0.00034950051197029736
улицу,0.0003492358343381524
зевая,0.00034846413038064437
глядеть,0.00034832469251712975
взяла,0.00034802441206853365
учиться,0.00034786963220361156
лакей,0.00034751664436016513
прошу,0.0003468704499407221
замолчал,0.00034686860447788405
очнулся,0.00034636167522361194
умер,0.0003460627142692445
сна,0.00034471523417109435
нового,0.000344618156822275
рюмку,0.00034454261362763583
комплимент,0.0003442599257266658
театр,0.000344259274864275
квасу,0.00034419414069634247
прочел,0.0003435416275531733
шутя,0.00034283210351106035
станешь,0.00034233989164493284
даче,0.0003421617614104728
умолял,0.0003421259272980324
бедный,0.00034194113622326375
конец,0.0003419205324125103
твердила,0.00034106411509013233
помни,0.0003410277218366831
подтвердил,0.00034078283497328206
поговорить,0.00034003178099699627
отрицательно,0.0003398328702516628
лег,0.0003398260194124236
дадут,0.000339753194475484
сохрани,0.0003396839700729165
несчастья,0.000339129416132689
речь,0.00033843890539944887
страстно,0.0003383457561028903
немца,0.0003382094978798296
стул,0.0003379260926779228
слушала,0.0003375869928762095
кабинет,0.0003369126794425747
срам,0.00033638759969210934
какого,0.0003362740387744412
спал,0.00033626064070114205
нехотя,0.00033478080043895304
часть,0.00033472958967624975
знак,0.00033455508973145463
ивановна,0.00033378304250578056
причина,0.0003337692031301592
упрямо,0.0003332070488443223
сердцем,0.00033301402585341584
доверенность,0.00033285081992631026
возьми,0.00033259906488664314
затем,0.0003325206762505696
торопил,0.0003323960033024368
всей,0.0003323571850318924
врет,0.00033196073926337655
могли,0.0003318841579144242
поцеловал,0.0003318274252439109
возьмет,0.0003317357569336899
понял,0.0003313505910248106
солнце,0.0003313189716587064
господин,0.0003308952835609915
напишет,0.0003302328040939086
